Head,Message,Type
,Video of goats affected by Coronavirus.,Fake
,"Pakistan Prime Minister Imran Khan said the coronavirus curve was flattening, after he by mistake read the curve upside down.",Genuine
,"3 new coronavirus cases in Thane, number rises to 19",Genuine
,Amid COVID19 Lockdown Food being distributed in Indian State of Tamil Nadu.,Fake
,The current Coronavirus outbreak is due to the movement towards 5G.,Fake
, India asked for restriction of movement.,Fake
, People in Italy are threw away their money after they lost their family members to coronavirus.,Fake
," China court gave permission to kill 20,000 patients affected with coronavirus.",Fake
,Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets.,Fake
,Sonia Gandhi's criticism of lockdown insensitive; this is not time for politics: BJP chief J P Nadda,Genuine
, This coronavirus-infected patient reached to Dr. Vinod Kumar but he wasn’t given the treatment. He was later referred to Bhagalpur. It further states that one should avoid meat and fish for 3 months and wear mask to protect yourself from coronavirus.,Fake
,"Self-isolation is an important measure taken by those who have COVID-19 symptoms to avoid infecting others in the community, including family members. ",Genuine
, Italian PM said that the country has surrendered to the Covid-19 pandemic,Fake
,"In centres like Kanpur Smart City, Aligarh, Varanasi etc itracking of health services from the ICCC is being done. Telemedicine is offered through video conferencing facilities launched by the city administrations. In Aligarh, Doctors are deployed at Aligarh Smart City Integrated Command and Control Center (ICCC) during 11- 8 pm to enable telemedicine and video conferencing facility through a dedicated Whatsapp number",Genuine
,Shutting classrooms enables to bring remote learning closer,Genuine
,Gargling With Warm Salt Water Can Save From coronavirus.,Fake
," Video Of An Indonesian Traditional Market Trending Viral As Wuhan, China.",Fake
,"Alert, Alert!! Muslim hotels on highways of Rajasthan, Gujarat and Maharashtra are serving biryani to Hindus laced with tablets that can make one impotent. Avoid visiting these Muslim hotels. These people serve non-vegetarian to eradicate Hindu religion and population in the long run. This chemical formula is harmful and is used to make us unhealthy. All the buses coming from Rajasthan halt in these Muslim hotels. Beware!",Fake
, there are currently no licensed vaccines or therapeutics for COVID-19.,Genuine
,Garlic water can cure coronavirus.,Fake
,"Another deadly unknown virus is spreading in mutton livestock market in India, so avoid consuming goat mutton.",Fake
Israel health minister,"Israel health minister, who claims coronavirus is â€˜divine punishmentâ€™ for homosexuality, tests positive for COVID-19",Genuine
,China is supplying Quran to people to read after the Coronavirus outbreak.,Fake
,Covid-19: 107 foreigners under quarantine in Haryana,Genuine
," Joy Arakkal’, the owner of ‘Joyalukkas’ jewellery company, has died due to COVID-19 in the Middle East.",Fake
,"1,445 out of 4,067 Covid-19 cases linked to Tablighi Jamaat: Health Ministry",Genuine
,Govt should have called all party meet over Covid-19: Congress,Genuine
,The viral text message claims that the chemical substances (methylxanthines) required to cure COVID-19 can be found in tea. Dr. Li Wenliang had found this cure while researching about coronavirus before his death.,Fake
,Coronavirus: EC uses constitutional powers to further defer Rajya Sabha polls to 18 seats,Genuine
, Cocaine kills coronavirus.,Fake
,"Treat patients with symptoms, now | HT editorial",Genuine
, Prince Charles infected with coronavirus after meeting Indian singer Kanika Kapoor.,Fake
,India between Stage 2 and 3 of Covid-19 pandemic: Health Ministry,Genuine
,"Covid-19: Not just Pandemic and Contagion, here are other TVâ€‰docu series that explain pathogens and viruses",Genuine
,Italian PM broke down over coronavirus deaths in his country.,Genuine
,Coronavirus: Barcelona to sell title rights of Camp Nou to raise money,Genuine
," A Pakistani doctor, Dr Osama Riaz’s last message for you (while taking his last breath).",Fake
, India TV telecasted news that Bollywood Actor Shahrukh Khan donated 450 million (45 Crore) Rupees to Pakistan Oil tanker blast victims.,Fake
,Bhopal reports 54 coronavirus cases after 14 more test positive,Genuine
, A video allegedly showing Canadian Prime Minister Justin Trudeau’s wife in a hospital bed urging people to stay home to avoid ending up seriously ill with the novel coronavirus has been shared thousands of times on Facebook and Twitter.,Fake
,2 more Covid-19 deaths in Andhra Pradesh; total cases reach 266,Genuine
," Pakistan’s Dr. Usama Riaz, who contracted coronavirus while treating patients had left a before he died.",Fake
,Buring candles will increase the temperature which in turn will kill coronavirus.,Fake
,Coronavirus can live only up to 12 hours on any surface,Fake
,Coronavirus: EC uses constitutional powers to further defer Rajya Sabha polls to 18 seats,Genuine
,"Dharma Sankat' for govt over lockdown, says Gurcharan Das",Genuine
,Studies claim aerosol and fomites can result in spread of covid19,Genuine
, There is no space in the hospitals in Italy because of which people are crowding outside.,Fake
, Video of police killing COVID-19 affected people in China.,Fake
,"PM Modi's 9-minute blackout call goes well, no disruption electricity grid",Genuine
Image of herd of deer,Image of herd of deer sitting on a street interpreted as different locations in Sri Lanka and India.,Fake
," Image of COVID19 infected Indonesian doctor Hadio Ali watching his daughters from a distance as he bids them final goodbye, the image is said to be posted by his wife.",Fake
, A positive COVID-19 patient recently met Narendra Modi.,Fake
,An image of Kashmiri protestors holding Pakistan flags and demanding 'Azaadi' has now been photoshopped to falsely claim that Pakistani citizens are asking for anti-malarial drug hydroxychloroquine from India in lieu of Kashmir.,Genuine
,Trump urges PM Modi to lift export hold on anti-malaria drug for Covid-19 treatment,Genuine
,Covid-19: Govt says maximum cases in the age group between 21 and 40 years,Genuine
,3 Gurdaspur villages declared quarantine zones,Genuine
,Govt likely to allow flight operations in staggered manner post lockdown,Genuine
,Prepare plans to fight economic impact of Covid-19 on war footing: Modi to ministers,Genuine
, Actress Deepika Padukone was seen buying alcohol during the lockdown in India.,Fake
, People of Italy throwing money on the streets as they felt that the money couldn’t save them from COVID-19.,Fake
,Do you have any words? Thatâ€™s why I say â€œstay at homeâ€ â€¦ this picture truly makes one cry,Fake
,Ashok Gehlot appeals to Tablighi Jamaat attendees to report for Covid-19 screening,Genuine
, Drinking water every 15 mins will protect people from coronavirus.,Fake
,TCS to power Israel's first fully digital bank,Genuine
,Football player Cristiano Ronaldo turned all his hotels into hospitals to help coronavirus patients and is paying doctors and the staff.,Fake
, An image poster stating Indian religious leader Mata Amritanandamayi has hidden foreigners in her hermitage and not allowed them to be tested.,Fake
,This is the video of Conress leaders Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out.,Fake
,Indian PM Modi is providing free masks to people under â€˜Swachh Bharat Missionâ€™ to keep them protected from Coronavirus outbreak.,Fake
,"Eslliye Police Ne Military Forces Ko Bulaya Gya Hai.Ab Ye Military Forces en ilako ki Nigrani Sakhti Se Karegi, Lathi Charge Ke Sath Sath rabber bullets fire hoga.Esliye Ghar se Nikalna Or Bekar me idhar udhar bhatakna Band kare...Turant",Fake
,Govt app to track if you have been near a Covid +ve person,Genuine
,weed can act as antivirus for covid19,Fake
Drinking alcohol as a precaution,Drinking alcohol does not protect you against COVID-19 and can be dangerous,Genuine
," Stones were hurled at police in Gomatipur, Ahmedabad (India) when they went to search suspects who attended the Nizamuddin Markaz event in Delhi.",Fake
, The video shows Muslims licking plates and spoons to spread the coronavirus.,Fake
, Prime Minister of China visited a mosque and realised that the only way to protect oneself from coronavirus is to bow before Allah.,Fake
,PM Modiâ€™s â€˜9 PM- 9 Minsâ€™ appeal: People buy diyas in Patna,Genuine
, Audio claiming India would be put under a complete lockdown.,Fake
, An image of arms burned for allegedly using gel alcohol to disinfect.,Fake
,"Sebi chief hears out industry, promises more steps to help corporates tide over COVID-19 challenges",Genuine
,Coronavirus: 7 easy steps to make protective face masks at home to fight Covid-19,Genuine
,"PM Modi's 9-minute blackout call goes well, no disruption electricity grid",Genuine
, Video of a person infected with coronavirus comitting suicide in New York.,Fake
Hydroxycholoroquine,"Hydroxycholoroquine which is commonly used to treat malaria, arthritis and lupus, among other ailments, has been in the eye of a storm after United States president Donald Trump on Monday warned of retaliation if India did not supply the drug as asked. India, the largest manufacturer and exporter of the drug, initially banned exports on March 25 to ensure adequate domestic supplies. On Tuesday, the Centre decided to allow exports, depending on availability, after stockpiling enough for domestic use.",Genuine
